DataVenda,Produto,Categoria,Quantidade,PrecoUnitario,TotalVenda,FormaPagamento
2025-04-29,Cerveja Lata 350ml,Bebidas,-2,3.0,-6.0,Dinheiro
2025-04-20,Macarrão 500g,Alimentos,9,3.2,28.8,Débito
2025-04-20,Feijão 1kg,Alimentos,3,7.5,22.5,Dinheiro
2025-04-21,Refrigerante Guaraná 2L,Bebidas,1,6.8,6.8,Crédito
2025-04-25,Desinfetante 1L,Limpeza,abc,3.5,,cartao
2025-04-30,Refrigerante Guaraná 2L,Bebidas,abc,6.8,,cartao
2025-04-28,Desinfetante 1L,Limpeza,8,3.5,28.0,cartao
2025-04-29,Desinfetante 1L,Limpeza,abc,3.5,,PIX
2025-04-22,Banana,Alimentos,-1,3.0,-3.0,Cartão
2025-04-18,Detergente,Limpeza,-4,1.9,-7.6,PIX
2025-04-15,Leite Integral,Bebidas,5,4.2,21.0,Pix
2025-04-03,Banana,Alimentos,7,3.0,21.0,Pix
2025-04-16,Leite Integral,Bebidas,9,4.2,37.800000000000004,Débito
2025-04-13,Refrigerante Guaraná 2L,Bebidas,9,6.8,61.199999999999996,Pix
2025-04-26,Açúcar 1kg,Alimentos,abc,4.0,,Crédito
2025-04-22,Desinfetante 1L,Limpeza,abc,3.5,,PIX
2025-04-24,Refrigerante Guaraná 2L,Bebidas,1,6.8,6.8,Dinheiro
2025-04-08,Arroz 5kg,Alimentos,abc,22.5,,Crédito
2025-04-02,Arroz 5kg,Alimentos,abc,22.5,,cartao
2025-04-30,Desinfetante 1L,Limpeza,8,3.5,28.0,Crédito
2025-04-11,Coca Cola 2L,Bebidas,-3,7.0,-21.0,Dinheiro
2025-04-25,Leite Integral,Bebidas,-1,4.2,-4.2,Pix
2025-04-04,Coca Cola 2L,Bebidas,1,7.0,7.0,cartao
2025-04-29,Desinfetante 1L,Limpeza,-4,3.5,-14.0,Cartão
2025-04-03,Macarrão 500g,Alimentos,-4,3.2,-12.8,Débito
2025-04-01,Detergente,Limpeza,abc,1.9,,Débito
2025-04-08,Leite Integral,Bebidas,4,4.2,16.8,Crédito
2025-04-24,Feijão 1kg,Alimentos,abc,7.5,,Crédito
2025-04-29,Macarrão 500g,Alimentos,-2,3.2,-6.4,Dinheiro
2025-04-17,Detergente,Limpeza,6,1.9,11.399999999999999,Débito
2025-04-24,Banana,Alimentos,1,3.0,3.0,Débito
2025-04-04,Refrigerante Guaraná 2L,Bebidas,6,6.8,40.8,Débito
2025-04-20,Feijão 1kg,Alimentos,-1,7.5,-12.5,Crédito
2025-04-29,Detergente,Limpeza,-2,1.9,-3.8,Dinheiro
2025-04-24,Arroz 5kg,Alimentos,abc,22.5,,Débito
2025-04-03,Refrigerante Guaraná 2L,Bebidas,-2,6.8,-13.6,Débito
2025-04-17,Cerveja Lata 350ml,Bebidas,1,3.0,3.0,Cartão
2025-04-03,Açúcar 1kg,Alimentos,-2,4.0,-8.0,Cartão
2025-04-15,Banana,Alimentos,abc,3.0,,cartao
2025-04-15,Desinfetante 1L,Limpeza,abc,3.5,,PIX
2025-04-06,Macarrão 500g,Alimentos,abc,3.2,,Débito
2025-04-26,Macarrão 500g,Alimentos,6,3.2,19.200000000000003,Débito
2025-04-20,Cerveja Lata 350ml,Bebidas,-5,3.0,-15.0,Dinheiro
2025-04-02,Detergente,Limpeza,-4,1.9,-7.6,cartao
2025-04-28,Açúcar 1kg,Alimentos,abc,4.0,,Cartão
2025-04-06,,Alimentos,-2,3.2,-6.4,Dinheiro
2025-04-20,Sabão em pó 1kg,Limpeza,9,9.0,81.0,Crédito
2025-04-22,Arroz 5kg,Alimentos,-2,22.5,-45.0,Crédito
2025-04-06,Coca Cola 2L,Bebidas,-3,7.0,-21.0,Dinheiro
2025-04-04,Refrigerante Guaraná 2L,Bebidas,4,6.8,27.2,Pix
2025-04-21,Macarrão 500g,Alimentos,7,3.2,22.400000000000002,cartao
2025-04-25,Refrigerante Guaraná 2L,Bebidas,7,6.8,47.6,Crédito
2025-04-19,Arroz 5kg,Alimentos,abc,22.5,,Dinheiro
2025-04-14,Banana,Alimentos,7,3.0,21.0,Cartão
2025-04-25,Leite Integral,Bebidas,1,4.2,4.2,Dinheiro
2025-04-08,Sabão em pó 1kg,Limpeza,-4,9.0,-36.0,Cartão
2025-04-25,Arroz 5kg,Alimentos,abc,22.5,,PIX
2025-04-28,Desinfetante 1L,Limpeza,-3,3.5,-10.5,Crédito
2025-04-22,Refrigerante Guaraná 2L,Bebidas,abc,6.8,,cartao
2025-04-12,Refrigerante Guaraná 2L,Bebidas,8,6.8,54.4,Crédito
2025-04-27,Detergente,Limpeza,-2,1.9,-3.8,cartao
2025-04-02,Feijão 1kg,Alimentos,6,7.5,45.0,Cartão
2025-04-01,Macarrão 500g,Alimentos,abc,3.2,,cartao
2025-04-22,Açúcar 1kg,Alimentos,abc,4.0,,Cartão
2025-04-28,Açúcar 1kg,Alimentos,3,4.0,12.0,Cartão
2025-04-14,Sabão em pó 1kg,Limpeza,-2,9.0,-18.0,Crédito
2025-04-08,Sabão em pó 1kg,Limpeza,-5,9.0,-45.0,cartao
2025-04-26,Feijão 1kg,Alimentos,-5,7.5,-37.5,cartao
2025-04-25,Coca Cola 2L,Bebidas,4,abc,,Débito
2025-04-22,Refrigerante Guaraná 2L,Bebidas,10,6.8,68.0,Débito
2025-04-19,Feijão 1kg,Alimentos,abc,7.5,,Débito
2025-04-03,Coca Cola 2L,Bebidas,-3,7.0,-21.0,Pix
2025-04-13,Cerveja Lata 350ml,Bebidas,-1,3.0,-3.0,Dinheiro
2025-04-30,Detergente,Limpeza,-3,1.9,-5.699999999999999,PIX
2025-04-26,Leite Integral,Bebidas,-5,4.2,-21.0,Débito
2025-04-08,Coca Cola 2L,Bebidas,-2,7.0,-14.0,Débito
2025-04-23,Sabão em pó 1kg,Limpeza,abc,9.0,,Pix
2025-04-25,Feijão 1kg,Alimentos,abc,7.5,,PIX
2025-04-06,Coca Cola 2L,Bebidas,6,7.0,42.0,Crédito
2025-04-16,Açúcar 1kg,Alimentos,abc,4.0,,Dinheiro
2025-04-28,Feijão 1kg,Alimentos,10,7.5,75.0,Cartão
2025-04-17,Feijão 1kg,Alimentos,abc,7.5,,Dinheiro
2025-04-04,Detergente,Limpeza,abc,1.9,,Pix
2025-04-27,Açúcar 1kg,Alimentos,-1,4.0,-4.0,Débito
2025-04-17,Cerveja Lata 350ml,Bebidas,abc,3.0,,Dinheiro
2025-04-03,Cerveja Lata 350ml,Bebidas,-2,3.0,-6.0,Crédito
2025-04-08,Coca Cola 2L,Bebidas,1,7.0,7.0,Pix
2025-04-02,Refrigerante Guaraná 2L,Bebidas,-1,6.8,-6.8,Cartão
2025-04-02,Arroz 5kg,Alimentos,10,22.5,225.0,Cartão
2025-04-23,Refrigerante Guaraná 2L,Bebidas,abc,6.8,,Cartão
2025-04-04,Refrigerante Guaraná 2L,Bebidas,-5,6.8,-34.0,Dinheiro
2025-04-23,Arroz 5kg,Alimentos,-1,22.5,-22.5,Débito
2025-04-07,Refrigerante Guaraná 2L,Bebidas,-3,6.8,-20.4,cartao
2025-04-09,Banana,Alimentos,abc,3.0,,PIX
2025-04-11,Macarrão 500g,Alimentos,-3,3.2,-9.600000000000001,cartao
2025-04-07,Feijão 1kg,Alimentos,abc,7.5,,Pix
2025-04-05,Desinfetante 1L,Limpeza,-3,3.5,-10.5,Cartão
2025-04-30,Sabão em pó 1kg,Limpeza,-3,9.0,-27.0,Pix
2025-04-02,Banana,Alimentos,abc,3.0,,Cartão
2025-04-04,Macarrão 500g,Alimentos,abc,3.2,,cartao
2025-04-06,Detergente,Limpeza,-1,1.9,-1.9,Dinheiro
2025-04-24,Cerveja Lata 350ml,Bebidas,-1,3.0,-3.0,Dinheiro
2025-04-13,Desinfetante 1L,Limpeza,-4,3.5,-14.0,Crédito
2025-04-18,Cerveja Lata 350ml,Bebidas,abc,3.0,,Cartão
2025-04-03,Açúcar 1kg,Alimentos,-5,4.0,-20.0,PIX
2025-04-16,Sabão em pó 1kg,Limpeza,3,9.0,27.0,Dinheiro
2025-04-13,Açúcar 1kg,Alimentos,-5,4.0,-20.0,Pix
2025-04-19,Feijão 1kg,Alimentos,-1,abc,,cartao
2025-04-26,Leite Integral,Bebidas,10,4.2,42.0,Dinheiro
2025-04-13,Refrigerante Guaraná 2L,Bebidas,-4,6.8,-27.2,cartao
2025-04-04,Açúcar 1kg,Alimentos,-1,4.0,-4.0,Crédito
2025-04-03,Refrigerante Guaraná 2L,Bebidas,5,6.8,34.0,Dinheiro
2025-04-18,Coca Cola 2L,Bebidas,abc,7.0,,PIX
2025-04-10,Detergente,Limpeza,1,1.9,1.9,Crédito
2025-04-04,Detergente,Limpeza,abc,1.9,,Cartão
2025-04-13,Desinfetante 1L,Limpeza,-1,3.5,-3.5,cartao
2025-04-07,Leite Integral,Bebidas,abc,4.2,,Débito
2025-04-03,Banana,Alimentos,-2,3.0,-6.0,Crédito
2025-04-19,Coca Cola 2L,Bebidas,abc,7.0,,Cartão
2025-04-17,Banana,Alimentos,abc,3.0,,Crédito
2025-04-17,Coca Cola 2L,Bebidas,7,7.0,49.0,Débito
2025-04-14,Detergente,Limpeza,-1,1.9,-1.9,PIX
2025-04-03,Banana,Alimentos,8,3.0,24.0,Crédito
2025-04-17,Feijão 1kg,Alimentos,10,7.5,75.0,PIX
2025-04-17,Coca Cola 2L,Bebidas,7,7.0,49.0,Débito
2025-04-22,Feijão 1kg,Alimentos,-5,7.5,-27.5,Débito
2025-04-10,Leite Integral,Bebidas,abc,4.2,,Débito
2025-04-27,Banana,Alimentos,abc,3.0,,PIX
2025-04-02,Desinfetante 1L,Limpeza,2,3.5,7.0,Cartão
2025-04-06,Cerveja Lata 350ml,Bebidas,2,3.0,6.0,Débito
2025-04-16,Leite Integral,Bebidas,-5,4.2,-21.0,Cartão
2025-04-26,Cerveja Lata 350ml,Bebidas,-2,3.0,4.0,Dinheiro
2025-04-26,,Limpeza,abc,1.9,,Pix
2025-04-30,Leite Integral,Bebidas,4,4.2,16.8,Cartão
2025-04-18,Sabão em pó 1kg,Limpeza,-4,9.0,-36.0,Crédito
2025-04-19,Açúcar 1kg,Alimentos,6,4.0,24.0,Dinheiro
2025-04-28,Cerveja Lata 350ml,Bebidas,3,3.0,9.0,Crédito
2025-04-15,Açúcar 1kg,Alimentos,abc,4.0,,Cartão
2025-04-30,Leite Integral,Bebidas,-5,4.2,-21.0,Pix
2025-04-03,Cerveja Lata 350ml,Bebidas,-4,3.0,-12.0,Crédito
2025-04-23,Leite Integral,Bebidas,abc,4.2,,Pix
2025-04-07,Sabão em pó 1kg,Limpeza,5,9.0,45.0,cartao
2025-04-08,Detergente,Limpeza,abc,1.9,,Dinheiro
2025-04-14,Arroz 5kg,Alimentos,6,22.5,135.0,Pix
2025-04-12,Açúcar 1kg,Alimentos,abc,4.0,,PIX
2025-04-29,Detergente,Limpeza,3,1.9,5.699999999999999,Crédito
2025-04-14,Detergente,Limpeza,9,1.9,17.099999999999998,Cartão
2025-04-03,Macarrão 500g,Alimentos,abc,3.2,,Dinheiro
2025-04-17,Sabão em pó 1kg,Limpeza,10,9.0,90.0,Cartão
2025-04-17,Desinfetante 1L,Limpeza,-4,3.5,-14.0,Dinheiro
2025-04-29,Leite Integral,Bebidas,-4,4.2,-16.8,Dinheiro
2025-04-10,Banana,Alimentos,-3,3.0,-9.0,cartao
2025-04-19,Leite Integral,Bebidas,-5,4.2,-21.0,Débito
2025-04-09,Cerveja Lata 350ml,Bebidas,-5,3.0,-15.0,PIX
2025-04-01,Feijão 1kg,Alimentos,4,7.5,30.0,Pix
2025-04-13,Cerveja Lata 350ml,Bebidas,abc,3.0,,Débito
2025-04-21,Sabão em pó 1kg,Limpeza,1,9.0,9.0,cartao
2025-04-28,Açúcar 1kg,Alimentos,-1,4.0,-4.0,Dinheiro
2025-04-06,Coca Cola 2L,,-4,7.0,-28.0,Pix
2025-04-02,Detergente,Limpeza,6,1.9,11.399999999999999,Débito
2025-04-25,Coca Cola 2L,Bebidas,-2,7.0,-14.0,Dinheiro
2025-04-19,Leite Integral,Bebidas,7,4.2,29.400000000000002,Pix
2025-04-23,Cerveja Lata 350ml,Bebidas,abc,3.0,,Dinheiro
2025-04-25,Detergente,Limpeza,6,1.9,11.399999999999999,Dinheiro
2025-04-26,Sabão em pó 1kg,Limpeza,abc,9.0,,Crédito
2025-04-14,Arroz 5kg,Alimentos,-4,22.5,-90.0,Cartão
2025-04-07,Banana,Alimentos,-2,3.0,-6.0,PIX
2025-04-12,Detergente,Limpeza,-5,1.9,-9.5,Cartão
2025-04-22,Leite Integral,Bebidas,8,4.2,33.6,Crédito
2025-04-15,Refrigerante Guaraná 2L,Bebidas,5,6.8,34.0,Dinheiro
2025-04-03,Macarrão 500g,Alimentos,-1,3.2,-3.2,cartao
2025-04-10,Coca Cola 2L,Bebidas,abc,7.0,,Crédito
2025-04-11,Feijão 1kg,Alimentos,abc,7.5,,cartao
2025-04-24,Feijão 1kg,Alimentos,abc,7.5,,Crédito
2025-04-09,Arroz 5kg,Alimentos,abc,22.5,,Dinheiro
2025-04-18,Leite Integral,Bebidas,abc,4.2,,cartao
2025-04-20,Detergente,Limpeza,6,1.9,11.399999999999999,Crédito
2025-04-12,Coca Cola 2L,Bebidas,abc,7.0,,Dinheiro
2025-04-26,Refrigerante Guaraná 2L,Bebidas,abc,6.8,,Débito
2025-04-05,Detergente,Limpeza,2,1.9,3.8,Dinheiro
2025-04-12,Macarrão 500g,Alimentos,-3,3.2,-9.600000000000001,cartao
2025-04-12,Açúcar 1kg,Alimentos,abc,4.0,,Cartão
2025-04-03,Refrigerante Guaraná 2L,Bebidas,-4,6.8,-27.2,Pix
2025-04-25,Açúcar 1kg,Alimentos,2,4.0,8.0,PIX
2025-04-21,Cerveja Lata 350ml,Bebidas,-2,3.0,-6.0,Débito
2025-04-21,Cerveja Lata 350ml,Bebidas,4,3.0,12.0,Cartão
2025-04-09,Banana,Alimentos,-2,3.0,-6.0,cartao
2025-04-01,Desinfetante 1L,Limpeza,-2,3.5,-7.0,Débito
2025-04-16,Refrigerante Guaraná 2L,Bebidas,abc,6.8,,Pix
2025-04-18,Arroz 5kg,Alimentos,abc,22.5,,PIX
2025-04-01,Arroz 5kg,Alimentos,-3,22.5,-67.5,Crédito
2025-04-30,Detergente,Limpeza,6,1.9,11.399999999999999,Pix
2025-04-16,Banana,Alimentos,3,3.0,9.0,Pix
2025-04-18,Feijão 1kg,Alimentos,abc,7.5,,PIX
2025-04-20,Macarrão 500g,Alimentos,4,3.2,12.8,Dinheiro
2025-04-22,Arroz 5kg,Alimentos,4,22.5,90.0,cartao
2025-04-15,Leite Integral,Bebidas,-5,4.2,-21.0,Dinheiro
2025-04-23,Detergente,Limpeza,-1,1.9,-1.9,Crédito
2025-04-10,Detergente,Limpeza,abc,1.9,,Crédito
2025-04-29,Refrigerante Guaraná 2L,Bebidas,3,6.8,20.4,Débito
2025-04-06,Refrigerante Guaraná 2L,Bebidas,2,6.8,13.6,cartao
2025-04-27,Feijão 1kg,Alimentos,-1,7.5,-7.5,Pix
2025-04-25,Leite Integral,Bebidas,8,4.2,33.6,Dinheiro
2025-04-24,Sabão em pó 1kg,Limpeza,abc,9.0,,PIX
2025-04-13,Desinfetante 1L,Limpeza,abc,3.5,,Cartão
2025-04-29,Leite Integral,Bebidas,1,4.2,4.2,Crédito
2025-04-10,Feijão 1kg,Alimentos,-5,7.5,-37.5,Cartão
2025-04-03,Coca Cola 2L,Bebidas,4,7.0,28.0,Débito
2025-04-16,Macarrão 500g,Alimentos,-5,3.2,-16.0,Cartão
2025-04-29,Arroz 5kg,Alimentos,-4,22.5,-90.0,Débito
2025-04-15,Refrigerante Guaraná 2L,Bebidas,-4,6.8,-27.2,PIX
2025-04-02,Macarrão 500g,Alimentos,1,3.2,3.2,Pix
2025-04-15,Desinfetante 1L,Limpeza,-5,3.5,-17.5,Crédito
2025-04-20,Banana,Alimentos,-5,3.0,-15.0,PIX
2025-04-21,Macarrão 500g,Alimentos,10,abc,,Dinheiro
2025-04-07,Açúcar 1kg,Alimentos,-2,4.0,-8.0,Dinheiro
2025-04-12,Leite Integral,Bebidas,-2,4.2,-8.4,Crédito
2025-04-28,Feijão 1kg,Alimentos,abc,7.5,,Dinheiro
2025-04-15,Sabão em pó 1kg,Limpeza,-1,9.0,-9.0,Débito
2025-04-27,Leite Integral,Bebidas,3,4.2,12.600000000000001,PIX
2025-04-02,Sabão em pó 1kg,Limpeza,9,9.0,81.0,Dinheiro
2025-04-01,Arroz 5kg,Alimentos,abc,22.5,,cartao
2025-04-28,Detergente,Limpeza,1,1.9,1.9,Cartão
2025-04-16,Leite Integral,Bebidas,abc,4.2,,PIX
2025-04-20,Cerveja Lata 350ml,Bebidas,9,3.0,27.0,cartao
2025-04-11,Desinfetante 1L,Limpeza,2,3.5,7.0,cartao
2025-04-11,Macarrão 500g,Alimentos,9,3.2,28.8,Pix
2025-04-25,Macarrão 500g,Alimentos,8,3.2,25.6,Crédito
2025-04-19,Sabão em pó 1kg,Limpeza,abc,9.0,,Dinheiro
2025-04-19,Banana,Alimentos,-1,3.0,-3.0,Débito
2025-04-01,Arroz 5kg,Alimentos,abc,22.5,,Cartão
2025-04-03,Açúcar 1kg,Alimentos,abc,4.0,,Crédito
2025-04-18,Feijão 1kg,Alimentos,-3,7.5,-22.5,PIX
2025-04-29,Açúcar 1kg,Alimentos,-2,4.0,-8.0,Dinheiro
2025-04-28,Cerveja Lata 350ml,Bebidas,-1,3.0,-8.0,PIX
2025-04-24,Banana,Alimentos,9,3.0,27.0,PIX
2025-04-20,Macarrão 500g,Alimentos,-4,3.2,-12.8,Débito
2025-04-12,Cerveja Lata 350ml,Bebidas,abc,3.0,,Débito
2025-04-10,Arroz 5kg,Alimentos,abc,22.5,,Crédito
2025-04-28,Arroz 5kg,Alimentos,abc,22.5,,Pix
2025-04-11,Feijão 1kg,Alimentos,-2,7.5,-15.0,Crédito
2025-04-19,Leite Integral,Bebidas,4,4.2,16.8,Pix
2025-04-17,Feijão 1kg,Alimentos,-2,7.5,-15.0,Cartão
2025-04-13,Macarrão 500g,Alimentos,abc,3.2,,Dinheiro
2025-04-25,Arroz 5kg,Alimentos,10,22.5,225.0,Dinheiro
2025-04-15,Banana,Alimentos,abc,3.0,,Dinheiro
2025-04-12,Detergente,Limpeza,2,1.9,3.8,PIX
2025-04-06,Banana,Alimentos,8,3.0,29.0,Cartão
2025-04-26,Açúcar 1kg,Alimentos,-3,4.0,-12.0,Dinheiro
2025-04-18,Detergente,Limpeza,abc,1.9,,cartao
2025-04-25,Sabão em pó 1kg,Limpeza,-5,9.0,-45.0,Dinheiro
2025-04-08,Arroz 5kg,Alimentos,-4,22.5,-90.0,Débito
2025-04-04,Leite Integral,Bebidas,1,4.2,4.2,Cartão
2025-04-20,Sabão em pó 1kg,Limpeza,-4,9.0,-36.0,Cartão
2025-04-19,Arroz 5kg,Alimentos,abc,22.5,,Cartão
2025-04-07,Desinfetante 1L,Limpeza,-3,3.5,-15.5,Pix
2025-04-18,Cerveja Lata 350ml,Bebidas,-4,3.0,-12.0,PIX
2025-04-01,Refrigerante Guaraná 2L,Bebidas,abc,6.8,,Crédito
2025-04-19,Desinfetante 1L,Limpeza,-3,3.5,-10.5,cartao
2025-04-17,Banana,Alimentos,-5,3.0,-15.0,cartao
2025-04-07,Feijão 1kg,Alimentos,abc,7.5,,Dinheiro
2025-04-21,Feijão 1kg,Alimentos,9,7.5,67.5,PIX
2025-04-24,Sabão em pó 1kg,Limpeza,abc,9.0,,Pix
2025-04-08,Macarrão 500g,Alimentos,abc,3.2,,Cartão
2025-04-10,Arroz 5kg,Alimentos,8,22.5,180.0,Dinheiro
2025-04-16,Desinfetante 1L,Limpeza,-4,3.5,-14.0,Crédito
2025-04-24,Refrigerante Guaraná 2L,Bebidas,-5,6.8,-34.0,PIX
2025-04-12,Feijão 1kg,Alimentos,-3,7.5,-22.5,Débito
2025-04-02,Desinfetante 1L,,10,3.5,35.0,PIX
2025-04-19,Leite Integral,,4,4.2,16.8,Débito
2025-04-24,Detergente,Limpeza,-4,1.9,-7.6,Débito
2025-04-03,Feijão 1kg,Alimentos,1,7.5,7.5,PIX
2025-04-25,Leite Integral,Bebidas,abc,4.2,,PIX
2025-04-02,Arroz 5kg,Alimentos,1,22.5,22.5,PIX
2025-04-19,Feijão 1kg,Alimentos,-4,7.5,-30.0,Cartão
2025-04-14,Arroz 5kg,Alimentos,-3,22.5,-67.5,Pix
2025-04-05,Leite Integral,Bebidas,-5,4.2,-21.0,Dinheiro
2025-04-22,Coca Cola 2L,Bebidas,-2,7.0,-14.0,Dinheiro
2025-04-23,Arroz 5kg,Alimentos,abc,22.5,,Dinheiro
2025-04-16,Macarrão 500g,Alimentos,5,3.2,16.0,Dinheiro
2025-04-25,Detergente,Limpeza,-1,1.9,-1.9,PIX
2025-04-18,Desinfetante 1L,Limpeza,6,3.5,21.0,PIX
2025-04-18,Macarrão 500g,Alimentos,abc,3.2,,Cartão
2025-04-24,Sabão em pó 1kg,Limpeza,abc,9.0,,Cartão
2025-04-30,Banana,Alimentos,abc,3.0,,Dinheiro
2025-04-06,Feijão 1kg,Alimentos,abc,7.5,,Crédito
2025-04-25,Sabão em pó 1kg,Limpeza,abc,9.0,,Débito
2025-04-20,Leite Integral,Bebidas,abc,4.2,,PIX
2025-04-14,Desinfetante 1L,Limpeza,5,3.5,17.5,PIX
2025-04-18,,Bebidas,-5,3.0,-15.0,cartao
2025-04-01,Desinfetante 1L,Limpeza,abc,3.5,,Dinheiro
2025-04-26,Leite Integral,Bebidas,10,4.2,42.0,cartao
2025-04-02,Detergente,Limpeza,9,1.9,17.099999999999998,Cartão
2025-04-24,Leite Integral,Bebidas,9,4.2,37.800000000000004,cartao
2025-04-23,Leite Integral,Bebidas,2,4.2,8.4,Pix
2025-04-19,Banana,Alimentos,10,3.0,35.0,Dinheiro
2025-04-01,Coca Cola 2L,Bebidas,-5,7.0,-35.0,Dinheiro
2025-04-21,Arroz 5kg,Alimentos,-4,abc,,PIX
2025-04-27,Leite Integral,Bebidas,abc,4.2,,Dinheiro
2025-04-26,Cerveja Lata 350ml,Bebidas,abc,abc,,Pix
2025-04-18,Refrigerante Guaraná 2L,Bebidas,abc,6.8,,cartao
2025-04-29,Cerveja Lata 350ml,Bebidas,8,3.0,24.0,Cartão
2025-04-13,Arroz 5kg,Alimentos,abc,22.5,,Cartão
2025-04-16,Sabão em pó 1kg,Limpeza,5,9.0,45.0,Dinheiro
2025-04-25,Feijão 1kg,Alimentos,-3,7.5,-22.5,Crédito
2025-04-09,Arroz 5kg,Alimentos,abc,22.5,,Pix
2025-04-24,Açúcar 1kg,Alimentos,abc,4.0,,Cartão
2025-04-02,Banana,Alimentos,1,3.0,3.0,Débito
2025-04-03,Banana,Alimentos,-3,3.0,-9.0,cartao
2025-04-06,Banana,Alimentos,abc,3.0,,Débito
2025-04-26,Detergente,Limpeza,abc,1.9,,Dinheiro
2025-04-26,Detergente,Limpeza,9,1.9,17.099999999999998,PIX
2025-04-25,Refrigerante Guaraná 2L,Bebidas,abc,6.8,,PIX
2025-04-23,Coca Cola 2L,Bebidas,-5,7.0,-35.0,Débito
2025-04-14,Açúcar 1kg,,-1,4.0,-4.0,cartao
2025-04-07,Banana,Alimentos,-1,3.0,2.0,cartao
2025-04-02,Cerveja Lata 350ml,Bebidas,1,3.0,3.0,PIX
2025-04-02,Arroz 5kg,Alimentos,3,22.5,67.5,Dinheiro
2025-04-17,Leite Integral,Bebidas,-5,4.2,-21.0,Pix
2025-04-04,Cerveja Lata 350ml,Bebidas,8,3.0,24.0,Pix
2025-04-06,Leite Integral,Bebidas,abc,4.2,,Pix
2025-04-07,Refrigerante Guaraná 2L,Bebidas,-5,6.8,-34.0,Pix
2025-04-23,Açúcar 1kg,Alimentos,-5,4.0,-20.0,Débito
2025-04-07,Banana,Alimentos,abc,3.0,,Dinheiro
2025-04-29,Macarrão 500g,Alimentos,7,3.2,17.400000000000002,Crédito
2025-04-19,Feijão 1kg,Alimentos,-4,7.5,-30.0,Dinheiro
2025-04-16,Detergente,Limpeza,-4,1.9,-7.6,Cartão
2025-04-05,Refrigerante Guaraná 2L,Bebidas,-1,6.8,-6.8,Pix
2025-04-02,Refrigerante Guaraná 2L,Bebidas,abc,6.8,,PIX
2025-04-17,Detergente,Limpeza,abc,1.9,,Dinheiro
2025-04-15,Banana,Alimentos,abc,3.0,,cartao
2025-04-07,Coca Cola 2L,Bebidas,4,7.0,28.0,Cartão
2025-04-07,Feijão 1kg,Alimentos,abc,7.5,,cartao
2025-04-07,Desinfetante 1L,Limpeza,4,3.5,14.0,Dinheiro
2025-04-26,Cerveja Lata 350ml,Bebidas,2,3.0,6.0,Cartão
2025-04-21,Leite Integral,Bebidas,abc,4.2,,PIX
2025-04-29,Açúcar 1kg,Alimentos,8,4.0,32.0,Pix
2025-04-03,Cerveja Lata 350ml,Bebidas,9,3.0,27.0,Cartão
2025-04-19,Leite Integral,Bebidas,-3,4.2,-12.600000000000001,PIX
2025-04-21,Cerveja Lata 350ml,Bebidas,-1,3.0,-3.0,Dinheiro
2025-04-05,Banana,Alimentos,6,3.0,18.0,Pix
2025-04-29,Macarrão 500g,Alimentos,abc,3.2,,Dinheiro
2025-04-07,Arroz 5kg,Alimentos,9,22.5,202.5,Débito
2025-04-28,,Bebidas,10,4.2,42.0,PIX
2025-04-23,Banana,Alimentos,3,3.0,9.0,PIX
2025-04-13,Banana,Alimentos,10,3.0,30.0,Crédito
2025-04-19,Leite Integral,Bebidas,-4,4.2,-16.8,cartao
2025-04-05,Feijão 1kg,Alimentos,-4,7.5,-30.0,PIX
2025-04-29,Arroz 5kg,Alimentos,4,22.5,90.0,Dinheiro
2025-04-02,Açúcar 1kg,Alimentos,abc,4.0,,Crédito
2025-04-04,Desinfetante 1L,Limpeza,abc,3.5,,Pix
2025-04-16,Arroz 5kg,Alimentos,abc,22.5,,cartao
2025-04-06,Sabão em pó 1kg,Limpeza,abc,9.0,,cartao
2025-04-09,Banana,Alimentos,abc,3.0,,Cartão
2025-04-20,Coca Cola 2L,Bebidas,-5,7.0,-35.0,cartao
2025-04-28,Arroz 5kg,Alimentos,6,22.5,135.0,Cartão
2025-04-28,Sabão em pó 1kg,Limpeza,abc,9.0,,PIX
2025-04-29,Banana,Alimentos,7,3.0,21.0,Débito
2025-04-27,Feijão 1kg,Alimentos,-3,7.5,-22.5,cartao
2025-04-12,Coca Cola 2L,Bebidas,8,7.0,56.0,Cartão
2025-04-23,Macarrão 500g,Alimentos,-1,3.2,-3.2,Crédito
2025-04-15,Feijão 1kg,Alimentos,abc,7.5,,cartao
2025-04-12,Refrigerante Guaraná 2L,Bebidas,-4,6.8,-27.2,cartao
2025-04-19,Leite Integral,Bebidas,abc,4.2,,cartao
2025-04-27,Detergente,Limpeza,abc,1.9,,PIX
2025-04-24,Sabão em pó 1kg,Limpeza,6,9.0,54.0,cartao
2025-04-22,Arroz 5kg,Alimentos,5,22.5,112.5,Pix
2025-04-14,Detergente,Limpeza,abc,1.9,,Débito
2025-04-01,Coca Cola 2L,Bebidas,abc,7.0,,cartao
2025-04-13,Feijão 1kg,Alimentos,-1,7.5,-7.5,Dinheiro
2025-04-18,Desinfetante 1L,Limpeza,abc,3.5,,cartao
2025-04-22,Arroz 5kg,Alimentos,abc,22.5,,Débito
2025-04-24,Açúcar 1kg,Alimentos,-2,4.0,-8.0,Cartão
2025-04-24,Açúcar 1kg,Alimentos,abc,4.0,,Dinheiro
2025-04-16,Coca Cola 2L,Bebidas,abc,7.0,,PIX
